name,nse_symbol,isin
Info Edge (India) Limited,NAUKRI,INE663F01032
NAVA LIMITED,NAVA,INE725A01030
Navin Fluorine International Limited,NAVINFLUOR,INE048G01026
Navkar Corporation Limited,NAVKARCORP,INE278M01019
Navkar Urbanstructure Limited,NAVKARURB,INE268H01044
Navneet Education Limited,NAVNETEDUL,INE060A01024
Nazara Technologies Limited,NAZARA,INE418L01047
NBCC (India) Limited,NBCC,INE095N01031
N. B. I. Industrial Finance Company Limited,NBIFIN,INE365I01020
NCC Limited,NCC,INE868B01028
NCL Industries Limited,NCLIND,INE732C01016
Naga Dhunseri Group Limited,NDGL,INE756C01015
Nandan Denim Limited,NDL,INE875G01048
NDL Ventures Limited,NDLVENTURE,INE353A01023
Ndr Auto Components Limited,NDRAUTO,INE07OG01012
New Delhi Television Limited,NDTV,INE155G01029
Neelamalai Agro Industries Limited,NEAGI,INE605D01012
North Eastern Carrying Corporation Limited,NECCLTD,INE553C01016
Nectar Lifesciences Limited,NECLIFE,INE023H01027
Nelcast Limited,NELCAST,INE189I01024
NELCO Limited,NELCO,INE045B01015
Neogen Chemicals Limited,NEOGEN,INE136S01016
Nephrocare Health Services Limited,NEPHROPLUS,INE428V01029
Nesco Limited,NESCO,INE317F01035
Nestle India Limited,NESTLEIND,INE239A01024
Netweb Technologies India Limited,NETWEB,INE0NT901020
Network18 Media & Investments Limited,NETWORK18,INE870H01013
Neueon Corporation Limited,NEUEON,INE333I01044
Neuland Laboratories Limited,NEULANDLAB,INE794A01010
Newgen Software Technologies Limited,NEWGEN,INE619B01017
Next Mediaworks Limited,NEXTMEDIA,INE747B01016
National Fertilizers Limited,NFL,INE870D01012
Nakoda Group of Industries Limited,NGIL,INE236Y01012
NGL Fine-Chem Limited,NGLFINE,INE887E01022
Narayana Hrudayalaya Ltd.,NH,INE410P01011
NHPC Limited,NHPC,INE848E01016
The New India Assurance Company Limited,NIACL,INE470Y01017
NIBE Limited,NIBE,INE149O01018
NRB Industrial Bearings Limited,NIBL,INE047O01014
Nicco Parks & Resorts Limited,NICCOPAR,INE653C01022
NIIT Limited,NIITLTD,INE161A01038
NIIT Learning Systems Limited,NIITMTS,INE342G01023
Nila Infrastructures Limited,NILAINFRA,INE937C01029
Nila Spaces Limited,NILASPACES,INE00S901012
Nile Limited,NILE,INE445D01013
Nilkamal Limited,NILKAMAL,INE310A01015
Nimbus Projects Limited,NIMBSPROJ,INE875B01015
NINtec Systems Limited,NINSYS,INE395U01014
Indo-National Limited,NIPPOBATRY,INE567A01028
Niraj Cement Structurals Limited,NIRAJ,INE368I01016
Niraj Ispat Industries Limited,NIRAJISPAT,INE326T01011
Nirlon Limited,NIRLON,INE910A01012
Nitco Limited,NITCO,INE858F01012
Nitin Spinners Limited,NITINSPIN,INE229H01012
Nitiraj Engineers Limited,NITIRAJ,INE439T01012
Nitta Gelatin India Limited,NITTAGELA,INE265B01019
Niva Bupa Health Insurance Company Limited,NIVABUPA,INE995S01015
NK Industries Limited,NKIND,INE542C01019
NLC India Limited,NLCINDIA,INE589A01014
NMDC Limited,NMDC,INE584A01023
NOCIL Limited,NOCIL,INE163A01018
Noida Toll Bridge Company Limited,NOIDATOLL,INE781B01015
Norben Tea & Exports Limited,NORBTEAEXP,INE369C01017
Northern Arc Capital Limited,NORTHARC,INE850M01015
Nova Agritech Limited,NOVAAGRI,INE02H701025
Novartis India Limited,NOVARTIND,INE234A01025
Network People Services Technologies Limited,NPST,INE0FFK01017
N R Agarwal Industries Limited,NRAIL,INE740D01017
NRB Bearing Limited,NRBBEARING,INE349A01021
Nupur Recyclers Limited,NRL,INE0JM501013
Nalwa Sons Investments Limited,NSIL,INE023A01030
NMDC Steel Limited,NSLNISP,INE0NNS01018
NTC Industries Limited,NTCIND,INE920C01017
NTPC Limited,NTPC,INE733E01010
NTPC Green Energy Limited,NTPCGREEN,INE0ONG01011
Nucleus Software Exports Limited,NUCLEUS,INE096B01018
Nureca Limited,NURECA,INE0DSF01015
Nuvama Wealth Management Limited,NUVAMA,INE531F01023
Nuvoco Vistas Corporation Limited,NUVOCO,INE118D01016
FSN E-Commerce Ventures Limited,NYKAA,INE388Y01029
Oriental Aromatics Limited,OAL,INE959C01023
OBCL Limited,OBCL,INE426Z01016
Oberoi Realty Limited,OBEROIRLTY,INE093I01010
OCCL Limited,OCCLLTD,INE0PK601023
Odigma Consultancy Solutions Limited,ODIGMA,INE054301028
Odyssey Corporation Limited,ODYCORP,INE839E01023
Oracle Financial Services Software Limited,OFSS,INE881D01027
Oil India Limited,OIL,INE274J01014
Oil Country Tubular Limited,OILCOUNTUB,INE591A01010
Ola Electric Mobility Limited,OLAELEC,INE0LXG01040
Olectra Greentech Limited,OLECTRA,INE260D01016
Omax Autos Limited,OMAXAUTO,INE090B01011
Omaxe Limited,OMAXE,INE800H01010
Om Freight Forwarders Limited,OMFREIGHT,INE1BZC01019
OM INFRA LIMITED,OMINFRAL,INE239D01028
Omnitech Engineering Limited,OMNI,INE0UH301010
Om Power Transmission Limited,OMPOWER,INE25E901019
One Global Service Provider Limited,ONEGLOBAL,INE670O01013
Onelife Capital Advisors Limited,ONELIFECAP,INE912L01015
One Point One Solutions Limited,ONEPOINT,INE840Y01029
Onesource Specialty Pharma Limited,ONESOURCE,INE013P01021
Oil & Natural Gas Corporation Limited,ONGC,INE213A01029
Onida Electronics Limited,ONIDA,INE831A01028
Onix Solar Energy Limited,ONIXSOLAR,INE173M01012
OnMobile Global Limited,ONMOBILE,INE809I01019
Onward Technologies Limited,ONWARDTEC,INE229A01017
Optiemus Infracom Limited,OPTIEMUS,INE350C01017
Optimus Finance Limited,OPTIFIN,INE031G01022
Orbit Exports Limited,ORBTEXP,INE231G01010
Orchasp Limited,ORCHASP,INE215B01022
Orchid Pharma Limited,ORCHPHARMA,INE191A01027
Oricon Enterprises Limited,ORICONENT,INE730A01022
Oriental Trimex Limited,ORIENTALTL,INE998H01012
Orient Bell Limited,ORIENTBELL,INE607D01018
Orient Cement Limited,ORIENTCEM,INE876N01018
ORIENT CERATECH LIMITED,ORIENTCER,INE569C01020
Orient Electric Limited,ORIENTELEC,INE142Z01019
Oriental Hotels Limited,ORIENTHOT,INE750A01020
Orient Press Limited,ORIENTLTD,INE609C01024
Orient Paper & Industries Limited,ORIENTPPR,INE592A01026
Orient Technologies Limited,ORIENTTECH,INE0PPK01015
Oriental Rail Infrastructure Limited,ORIRAIL,INE457G01029
The Orissa Minerals Development Company Limited,ORISSAMINE,INE725E01024
Orkla India Limited,ORKLAINDIA,INE16NZ01023
ORTIN GLOBAL LIMITED,ORTINGLOBE,INE749B01020
Osia Hyper Retail Limited,OSIAHYPER,INE06IR01021
Oswal Agro Mills Limited,OSWALAGRO,INE142A01012
Oswal Greentech Limited,OSWALGREEN,INE143A01010
Oswal Pumps Limited,OSWALPUMPS,INE0BYP01024
ShreeOswal Seeds And Chemicals Limited,OSWALSEEDS,INE00IK01029
Pace Digitek Limited,PACEDIGITK,INE0S3G01027
Pacific Industries Limited,PACIFICI,INE883C01025
Page Industries Limited,PAGEIND,INE761H01022
Paisalo Digital Limited,PAISALO,INE420C01059
PAKKA LIMITED,PAKKA,INE551D01018
Palash Securities Limited,PALASHSECU,INE471W01019
Palred Technologies Limited,PALREDTEC,INE218G01033
Panacea Biotec Limited,PANACEABIO,INE922B01023
Panache Digilife Limited,PANACHE,INE895W01019
Panama Petrochem Limited,PANAMAPET,INE305C01029
Panchmahal Steel Limited,PANCHMAHQ,INE798F01010
Panorama Studios International Limited,PANORAMA,INE258R01028
Pansari Developers Limited,PANSARI,INE697V01011
Par Drugs And Chemicals Limited,PAR,INE04LG01015
Paramount Communications Limited,PARACABLES,INE074B01023
Paradeep Phosphates Limited,PARADEEP,INE088F01024
Parag Milk Foods Limited,PARAGMILK,INE883N01014
Paras Defence and Space Technologies Limited,PARAS,INE045601023
Paras Petrofils Limited,PARASPETRO,INE162C01024
Park Medi World Limited,PARKHOSPS,INE119201023
Apeejay Surrendra Park Hotels Limited,PARKHOTELS,INE988S01028
Parnax Lab Limited,PARNAXLAB,INE383L01019
Parsvnath Developers Limited,PARSVNATH,INE561H01026
Pashupati Cotspin Limited,PASHUPATI,INE124Y01028
Pasupati Acrylon Limited,PASUPTAC,INE818B01023
Patanjali Foods Limited,PATANJALI,INE619A01035
Patel Engineering Limited,PATELENG,INE244B01030
Patel Retail Limited,PATELRMART,INE0R8B01010
Patel Integrated Logistics Limited,PATINTLOG,INE529D01014
Paushak Limited,PAUSHAKLTD,INE111F01024
Pavna Industries Limited,PAVNAIND,INE07S101038
One 97 Communications Limited,PAYTM,INE982J01020
PBM Polytex Limited,PBMPOLY,INE501F01018
PCBL Chemical Limited,PCBL,INE602A01031
PC Jeweller Limited,PCJEWELLER,INE785M01021
Pudumjee Paper Products Limited,PDMJEPAPER,INE865T01018
PDS Limited,PDSL,INE111Q01021
Pearl Polymers Limited,PEARLPOLY,INE844A01013
Pennar Industries Limited,PENIND,INE932A01024
Peninsula Land Limited,PENINLAND,INE138A01028
Permanent Magnets Limited,PERMAGN,INE418E01018
Persistent Systems Limited,PERSISTENT,INE262H01021
Petronet LNG Limited,PETRONET,INE347G01014
Power Finance Corporation Limited,PFC,INE134E01011
Pfizer Limited,PFIZER,INE182A01018
Prime Focus Limited,PFOCUS,INE367G01038
PTC India Financial Services Limited,PFS,INE560K01014
PG Electroplast Limited,PGEL,INE457L01029
Procter & Gamble Hygiene and Health Care Limited,PGHH,INE179A01014
Procter & Gamble Health Limited,PGHL,INE199A01012
Pearl Global Industries Limited,PGIL,INE940H01022
The Phoenix Mills Limited,PHOENIXLTD,INE211B01039
Phoenix International Limited,PHOENXINTL,INE245B01011
Piccadily Agro Industries Limited,PICCADIL,INE546C01010
Pidilite Industries Limited,PIDILITIND,INE318A01026
Power & Instrumentation (Gujarat) Limited,PIGL,INE557Z01018
PI Industries Limited,PIIND,INE603J01030
Pilani Investment and Industries Corporation Limited,PILANIINVS,INE417C01014
PIL ITALICA LIFESTYLE LIMITED,PILITA,INE600A01035
Pine Labs Limited,PINELABS,INE15B701018
Pioneer Embroideries Limited,PIONEEREMB,INE156C01018
Pioneer Investcorp Limited,PIONRINV,INE746D01014
Piramal Finance Limited,PIRAMALFIN,INE202B01038
Pitti Engineering Limited,PITTIENG,INE450D01021
Pix Transmissions Limited,PIXTRANS,INE751B01018
The Peria Karamalai Tea & Produce Company Limited,PKTEA,INE431F01018
Plastiblends India Limited,PLASTIBLEN,INE083C01022
Platinum Industries Limited,PLATIND,INE0PT501018
Plaza Wires Limited,PLAZACABLE,INE0INJ01017
Paul Merchants Limited,PML,INE291E01019
Punjab National Bank,PNB,INE160A01022
PNB Gilts Limited,PNBGILTS,INE859A01011
PNB Housing Finance Limited,PNBHOUSING,INE572E01012
Pritish Nandy Communications Limited,PNC,INE392B01011
PNC Infratech Limited,PNCINFRA,INE195J01029
P N Gadgil Jewellers Limited,PNGJL,INE953R01016
PNGS Reva Diamond Jewellery Limited,PNGSREVA,INE1RDG01013
Pondy Oxides & Chemicals Limited,POCL,INE063E01061
Poddar Pigments Limited,PODDARMENT,INE371C01013
POCL Enterprises Limited,POEL,INE035S01028
Pokarna Limited,POKARNA,INE637C01025
PB Fintech Limited,POLICYBZR,INE417T01026
Polycab India Limited,POLYCAB,INE455K01017
Poly Medicure Limited,POLYMED,INE205C01021
Polyplex Corporation Limited,POLYPLEX,INE633B01018
Polyspin Exports Limited,POLYSPIN,INE914G01029
Ponni Sugars (Erode) Limited,PONNIERODE,INE838E01017
Poonawalla Fincorp Limited,POONAWALLA,INE511C01022
Power Grid Corporation of India Limited,POWERGRID,INE752E01010
Powerica Limited,POWERICA,INE921L01032
Hitachi Energy India Limited,POWERINDIA,INE07Y701011
Power Mech Projects Limited,POWERMECH,INE211R01019
PPAP Automotive Limited,PPAP,INE095I01015
Prakash Pipes Limited,PPL,INE050001010
Piramal Pharma Limited,PPLPHARMA,INE0DK501011
Prabha Energy Limited,PRABHA,INE0I0M01023
Pradeep Metals Limited,PRADPME,INE770A01010
Prajay Engineers Syndicate Limited,PRAENG,INE505C01016
Praj Industries Limited,PRAJIND,INE074A01025
Prakash Industries Limited,PRAKASH,INE603A01013
Prakash Steelage Limited,PRAKASHSTL,INE696K01024
Praveg Limited,PRAVEG,INE722B01019
Praxis Home Retail Limited,PRAXIS,INE546Y01022
Precision Camshafts Limited,PRECAM,INE484I01029
Precot Limited,PRECOT,INE283A01014
Precision Wires India Limited,PRECWIRE,INE372C01037
Premco Global Limited,PREMCO,INE001E01012
Premier Explosives Limited,PREMEXPLN,INE863B01029
Premier Limited,PREMIER,INE342A01018
Premier Energies Limited,PREMIERENE,INE0BS701011
Premier Polyfilm Limited,PREMIERPOL,INE309M01020
Prestige Estates Projects Limited,PRESTIGE,INE811K01011
Pricol Limited,PRICOLLTD,INE726V01018
Prime Securities Limited,PRIMESECU,INE032B01021
Primo Chemicals Limited,PRIMO,INE607A01022
Prince Pipes And Fittings Limited,PRINCEPIPE,INE689W01016
Prismx Global Ventures Limited,PRISMX,INE286N01028
Priti International Limited,PRITI,INE974Z01015
Pritika Auto Industries Limited,PRITIKAUTO,INE583R01029
Privi Speciality Chemicals Limited,PRIVISCL,INE959A01019
Prostarm Info Systems Limited,PROSTARM,INE0BX301013
Protean eGov Technologies Limited,PROTEAN,INE004A01022
Prozone Realty Limited,PROZONER,INE195N01013
Prism Johnson Limited,PRSMJOHNSN,INE010A01011
Prudent Corporate Advisory Services Limited,PRUDENT,INE00F201020
Prudential Sugar Corporation Limited,PRUDMOULI,INE024D01016
Punjab & Sind Bank,PSB,INE608A01012
PSP Projects Limited,PSPPROJECT,INE488V01015
PTC India Limited,PTC,INE877F01012
PTC Industries Limited,PTCIL,INE596F01018
PTL Enterprises Limited,PTL,INE034D01049
Punjab Chemicals & Crop Protection Limited,PUNJABCHEM,INE277B01014
Puravankara Limited,PURVA,INE323I01011
PVP Ventures Limited,PVP,INE362A01016
PVR INOX Limited,PVRINOX,INE191H01014
Popular Vehicles and Services Limited,PVSL,INE772T01024
Physicswallah Limited,PWL,INE0LP301011
Pyramid Technoplast Limited,PYRAMID,INE0MIS01010
QMS Medical Allied Services Limited,QMSMEDI,INE0FMW01018
Quality Power Electrical Equipments Limited,QPOWER,INE0SII01026
Quadrant Future Tek Limited,QUADFUTURE,INE0LRY01011
Quess Corp Limited,QUESS,INE615P01015
Quick Heal Technologies Limited,QUICKHEAL,INE306L01010
Quint Digital Limited,QUINT,INE641R01017
Race Eco Chain Limited,RACE,INE084Q01012
RACL Geartech Limited,RACLGEAR,INE704B01017
Radaan Mediaworks India Limited,RADAAN,INE874F01027
Radhika Jeweltech Limited,RADHIKAJWE,INE583V01021
Radiant Cash Management Services Limited,RADIANTCMS,INE855R01021
Radico Khaitan Limited,RADICO,INE944F01028
Music Broadcast Limited,RADIOCITY,INE919I01024
Railtel Corporation Of India Limited,RAILTEL,INE0DD101019
Rain Industries Limited,RAIN,INE855B01025
Rainbow Childrens Medicare Limited,RAINBOW,INE961O01016
Rajesh Exports Limited,RAJESHEXPO,INE343B01030
Rajnandini Metal Limited,RAJMET,INE00KV01022
Rajoo Engineers Limited,RAJOOENG,INE535F01024
Rajapalayam Mills Limited,RAJPALAYAM,INE296E01026
Rajratan Global Wire Limited,RAJRATAN,INE451D01029
Raj Rayon Industries Limited,RAJRILTD,INE533D01032
Rajshree Sugars & Chemicals Limited,RAJSREESUG,INE562B01019
Raj Television Network Limited,RAJTV,INE952H01027
Rallis India Limited,RALLIS,INE613A01020
Shree Rama Newsprint Limited,RAMANEWS,INE278B01020
Rama Phosphates Limited,RAMAPHO,INE809A01032
Rama Steel Tubes Limited,RAMASTEEL,INE230R01035
Advit Jewels Limited,RAMBHAJO,INE1SJO01012
The Ramco Cements Limited,RAMCOCEM,INE331A01037
Ramco Industries Limited,RAMCOIND,INE614A01028
Ramco Systems Limited,RAMCOSYS,INE246B01019
Ramky Infrastructure Limited,RAMKY,INE874I01013
Ram Ratna Wires Limited,RAMRAT,INE207E01023
Rana Sugars Limited,RANASUG,INE625B01014
Rane Holdings Limited,RANEHOLDIN,INE384A01010
Rategain Travel Technologies Limited,RATEGAIN,INE0CLI01024
Ratnaveer Precision Engineering Limited-RE,RATNA-RE,INE05CZ20011
Ratnamani Metals & Tubes Limited,RATNAMANI,INE703B01027
Ratnaveer Precision Engineering Limited,RATNAVEER,INE05CZ01011
Raymond Limited,RAYMOND,INE301A01014
Raymond Lifestyle Limited,RAYMONDLSL,INE02ID01020
Raymond Realty Limited,RAYMONDREL,INE1SY401010
Restaurant Brands Asia Limited,RBA,INE07T201019
RBL Bank Limited,RBLBANK,INE976G01028
RBZ Jewellers Limited,RBZJEWEL,INE0PEQ01016
Rashtriya Chemicals and Fertilizers Limited,RCF,INE027A01015
Reliance Communications Limited,RCOM,INE330H01018
REC Limited,RECLTD,INE020B01018
Redington Limited,REDINGTON,INE891D01026
Redtape Limited,REDTAPE,INE0LXT01019
Refex Industries Limited,REFEX,INE056I01025
Regaal Resources Limited,REGAAL,INE0MHO01029
Regency Ceramics Limited,REGENCERAM,INE277C01012
Relaxo Footwears Limited,RELAXO,INE131B01039
Reliance Chemotex Industries Limited,RELCHEMQ,INE750D01016
Reliable Data Services Limited,RELIABLE,INE375Y01018
Reliance Industries Limited,RELIANCE,INE002A01018
Religare Enterprises Limited,RELIGARE,INE621H01010
Reliance Infrastructure Limited,RELINFRA,INE036A01016
Ravindra Energy Limited,RELTD,INE206N01018
Remsons Industries Limited,REMSONSIND,INE474C01023
Shree Renuka Sugars Limited,RENUKA,INE087H01022
Repco Home Finance Limited,REPCOHOME,INE612J01015
Rudrabhishek Enterprises Limited,REPL,INE364Z01019
Repro India Limited,REPRO,INE461B01014
Responsive Industries Limited,RESPONIND,INE688D01026
JHS Svendgaard Retail Ventures Limited,RETAIL,INE03DD01011
Renaissance Global Limited,RGL,INE722H01024
Rhetan TMT Limited,RHETAN,INE0KKN01029
Reliance Home Finance Limited,RHFL,INE217K01011
RHI MAGNESITA INDIA LIMITED,RHIM,INE743M01012
Robust Hotels Limited,RHL,INE508K01013
Rico Auto Industries Limited,RICOAUTO,INE209B01025
Reliance Industrial Infrastructure Limited,RIIL,INE046A01015
RIR Power Electronics Limited,RIR,INE302D01024
Rishabh Instruments Limited,RISHABH,INE0N2P01017
Ritco Logistics Limited,RITCO,INE01EG01016
RITES Limited,RITES,INE320J01015
Ravi Kumar Distilleries Limited,RKDL,INE722J01012
RKEC Projects Limited,RKEC,INE786W01010
Ramkrishna Forgings Limited,RKFORGE,INE399G01023
R K Swamy Limited,RKSWAMY,INE0NQ801033
RMC Switchgears Limited,RMC,INE655V01019
R M Drip and Sprinklers Systems Limited,RMDRIP,INE219Y01026
Rane (Madras) Limited,RML,INE050H01012
R&B Denims Limited,RNBDENIMS,INE012Q01039
Royal Orchid Hotels Limited,ROHLTD,INE283H01019
Rolex Rings Limited,ROLEXRINGS,INE645S01024
Rollatainers Limited,ROLLT,INE927A01040
Raj Oil Mills Limited,ROML,INE294G01026
Rossari Biotech Limited,ROSSARI,INE02A801020
Rossell India Limited,ROSSELLIND,INE847C01020
Rossell Techsys Limited,ROSSTECH,INE0OJW01016
Roto Pumps Limited,ROTO,INE535D01037
ROUTE MOBILE LIMITED,ROUTE,INE450U01017
Raghav Productivity Enhancers Limited,RPEL,INE912T01018
RPG Life Sciences Limited,RPGLIFE,INE105J01010
Reliance Power Limited,RPOWER,INE614G01033
R.P.P. Infra Projects Limited,RPPINFRA,INE324L01013
Rajshree Polypack Limited,RPPL,INE760W01023
RPSG VENTURES LIMITED,RPSGVENT,INE425Y01011
Rashi Peripherals Limited,RPTECH,INE0J1F01024
RDB Real Estate Constructions Limited,RRECL,INE0AK901016
RRIL Limited,RRIL,INE951M01037
R R Kabel Limited,RRKABEL,INE777K01022
RSD Finance Limited,RSDFIN,INE616F01022
Rajputana Stainless Limited,RSL,INE313L01016
R. S. Software (India) Limited,RSSOFTWARE,INE165B01029
RSWM Limited,RSWM,INE611A01016
R Systems International Limited,RSYSTEMS,INE411H01032
RattanIndia Enterprises Limited,RTNINDIA,INE834M01019
RattanIndia Power Limited,RTNPOWER,INE399K01017
RTS Power Corporation Limited,RTSPOWR,INE005C01017
Rubfila International Limited,RUBFILA,INE642C01025
Rubicon Research Limited,RUBICON,INE506V01022
The Ruby Mills Limited,RUBYMILLS,INE301D01026
Ruchi Infrastructure Limited,RUCHINFRA,INE413B01023
Ruchira Papers Limited,RUCHIRA,INE803H01014
Rudra Global Infra Products Limited,RUDRA,INE027T01023
Rupa & Company Limited,RUPA,INE895B01021
Rushil Decor Limited,RUSHIL,INE573K01025
Keystone Realtors Limited,RUSTOMJEE,INE263M01029
Ravinder Heights Limited,RVHL,INE09E501017
Rail Vikas Nigam Limited,RVNL,INE415G01027
Revathi Equipment India Limited,RVTH,INE0DAB01012
S&S Power Switchgears Limited,S&SPOWER,INE902B01017
Saatvik Green Energy Limited,SAATVIKGL,INE13B501022
SAB Industries Limited,SAB,INE137M01017
Sadbhav Engineering Limited,SADBHAV,INE226H01026
Sadbhav Infrastructure Project Limited,SADBHIN,INE764L01010
Sadhana Nitrochem Limited,SADHNANIQ,INE888C01040
Safari Industries (India) Limited,SAFARI,INE429E01023
Sagardeep Alloys Limited,SAGARDEEP,INE976T01013
Sagar Cements Limited,SAGCEM,INE229C01021
SAGILITY LIMITED,SAGILITY,INE0W2G01015
Shalibhadra Finance Limited,SAHLIBHFI,INE861D01011
Sahyadri Industries Limited,SAHYADRI,INE280H01015
Sai Capital Limited,SAICAPI,INE531X01018
Steel Authority of India Limited,SAIL,INE114A01011
Sai Life Sciences Limited,SAILIFE,INE570L01029
Sai Parenterals Limited,SAIPARENT,INE0H9F01037
Sakar Healthcare Limited,SAKAR,INE732S01012
Sakthi Sugars Limited,SAKHTISUG,INE623A01011
Saksoft Limited,SAKSOFT,INE667G01023
Sakuma Exports Limited,SAKUMA,INE190H01024
Salasar Techno Engineering Limited,SALASAR,INE170V01027
Salona Cotspin Limited,SALONA,INE498E01010
S.A.L. Steel Limited,SALSTEEL,INE658G01014
Salzer Electronics Limited,SALZERELEC,INE457F01013
Sambandam Spinning Mills Limited,SAMBANDAM,INE304D01012
Sambhaav Media Limited,SAMBHAAV,INE699B01027
Sambhv Steel Tubes Limited,SAMBHV,INE12NJ01018
Samhi Hotels Limited,SAMHI,INE08U801020
Sammaan Capital Limited,SAMMAANCAP,INE148I01020
Sampann Utpadan India Limited,SAMPANN,INE735M01018
Sanathan Textiles Limited,SANATHAN,INE0JPD01013
The Sandesh Limited,SANDESH,INE583B01015
Sandhar Technologies Limited,SANDHAR,INE278H01035
Sandur Manganese & Iron Ores Limited,SANDUMA,INE149K01016
Sangam (India) Limited,SANGAMIND,INE495C01010
Sanghvi Movers Limited,SANGHVIMOV,INE989A01032
Sanginita Chemicals Limited,SANGINITA,INE753W01010
Sanofi India Limited,SANOFI,INE058A01010
Sanofi Consumer Healthcare India Limited,SANOFICONR,INE0UOS01011
Sansera Engineering Limited,SANSERA,INE953O01021
Sanstar Limited,SANSTAR,INE08NE01025
Sanwaria Consumer Limited,SANWARIA,INE890C01046
Sapphire Foods India Limited,SAPPHIRE,INE806T01020
Shree Ajit Pulp & Paper Limited,SAPPL,INE185C01017
Sarda Energy & Minerals Limited,SARDAEN,INE385C01021
Saregama India Limited,SAREGAMA,INE979A01025
Sarla Performance Fibers Limited,SARLAPOLY,INE453D01025
Sarveshwar Foods Limited,SARVESHWAR,INE324X01026
Sasken Technologies Limited,SASKEN,INE231F01020
Satia Industries Limited,SATIA,INE170E01023
Satin Creditcare Network Limited,SATIN,INE836B01017
Saurashtra Cement Limited,SAURASHCEM,INE626A01014
Sayaji Hotels Limited,SAYAJIHOTL,INE318C01014
Sayaji Industries Limited,SAYAJIIND,INE327G01032
SBC Exports Limited,SBC,INE04AK01028
Shivalik Bimetal Controls Limited,SBCL,INE386D01027
SBFC Finance Limited,SBFC,INE423Y01016
Suratwwala Business Group Limited,SBGLP,INE05ST01028
SBI Cards and Payment Services Limited,SBICARD,INE018E01016
SBI Funds Management Limited,SBIFUNDS,INE640G01020
SBI Life Insurance Company Limited,SBILIFE,INE123W01016
State Bank of India,SBIN,INE062A01020
Scan Steels Limited,SCANSTL,INE099G01011
Schaeffler India Limited,SCHAEFFLER,INE513A01022
S Chand And Company Limited,SCHAND,INE807K01035
Schneider Electric Infrastructure Limited,SCHNEIDER,INE839M01018
Shipping Corporation Of India Limited,SCI,INE109A01011
Shipping Corporation of India Land and Assets Limited,SCILAL,INE0PB301013
Scoda Tubes Limited,SCODATUBES,INE090501011
Sheetal Cool Products Limited,SCPL,INE501Y01019
Som Distilleries & Breweries Limited,SDBL,INE480C01038
Seamec Limited,SEAMECLTD,INE497B01018
SecMark Consultancy Limited,SECMARK,INE0BTM01013
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD,INE650K01021
SEDEMAC Mechatronics Limited,SEDEMAC,INE00XB01019
Shanti Educational Initiatives Limited,SEIL,INE440T01028
Sejal Glass Limited,SEJALLTD,INE955I01044
Saint Gobain Sekurit India Limited,SEKURITIND,INE068B01017
SEL Manufacturing Company Limited,SELMC,INE105I01020
Semac Construction Limited,SEMAC,INE617A01013
Senco Gold Limited,SENCO,INE602W01027
Senores Pharmaceuticals Limited,SENORES,INE0RB801010
SEPC Limited,SEPC,INE964H01014
Servotech Renewable Power System Limited,SERVOTECH,INE782X01033
Seshasayee Paper and Boards Limited,SESHAPAPER,INE630A01024
Setco Automotive Limited,SETCO,INE878E01021
Standard Engineering Technology Limited,SETL,INE0M4D01010
Setubandhan Infrastructure Limited,SETUINFRA,INE023M01027
Seya Industries Limited,SEYAIND,INE573R01012
Sheela Foam Limited,SFL,INE916U01025
SG Finserve Limited,SGFIN,INE618R01015
Synergy Green Industries Limited,SGIL,INE00QT01015
STL Global Limited,SGL,INE353H01010
SGL Resources Limited,SGLRES,INE967B01028
SG Mart Limited,SGMART,INE385F01024
Shree Ganesh Remedies Limited,SGRL,INE414Y01015
Shadowfax Technologies Limited,SHADOWFAX,INE12UN01015
Shah Metacorp Limited,SHAH,INE482J01021
Shah Alloys Limited,SHAHALLOYS,INE640C01011
Shaily Engineering Plastics Limited,SHAILY,INE151G01028
Shakti Pumps (India) Limited,SHAKTIPUMP,INE908D01010
Shalby Limited,SHALBY,INE597J01018
Shalimar Paints Limited,SHALPAINTS,INE849C01026
Shankara Building Products Limited,SHANKARA,INE274V01019
Shankesh Jewellers Limited,SHANKESH,INE1WFC01025
Shanti Overseas (India) Limited,SHANTI,INE933X01016
Shanthi Gears Limited,SHANTIGEAR,INE631A01022
Shanti Gold International Limited,SHANTIGOLD,INE06ZD01017
Sharda Cropchem Limited,SHARDACROP,INE221J01015
Sharda Motor Industries Limited,SHARDAMOTR,INE597I01028
Shardul Securities Limited,SHARDUL,INE037B01020
Share India Securities Limited,SHAREINDIA,INE932X01026
Shri Bajrang Alliance Limited,SHBAJRG,INE402H01015
Shekhawati Industries Limited,SHEKHAWATI,INE268L01046
Shemaroo Entertainment Limited,SHEMAROO,INE363M01019
Shervani Industrial Syndicate Limited,SHERVANI,INE011D01013
Shilchar Technologies Limited,SHILCTECH,INE024F01011
Shilp Gravures Limited,SHILGRAVQ,INE960A01017
Shilpa Medicare Limited,SHILPAMED,INE790G01031
Sharat Industries Limited,SHINDL,INE220Z01013
Shiprocket Limited,SHIPROCKET,INE0FOO01011
Shiva Global Agro Industries Limited,SHIVAAGRO,INE960E01019
Shiva Cement Limited,SHIVACEM,INE555C01029
Shivalik Rasayan Limited,SHIVALIK,INE788J01021
